39,96,-3,1,9.606193856931787
-35,60,-5,4,17.25984016478549
65,89,-1,-2,15.899239689650344
0,-20,-3,-1,13.960998705657763
79,-45,2,-4,5.811630893560992
-33,39,-3,2,11.206996781815917
64,-88,-2,4,17.064116851209647
-98,56,0,-5,13.034160681795134
63,24,5,1,3.317669336755401
-97,36,-5,1,2.0444279228585573
14,96,-4,5,16.50621325130756
-22,-9,-3,-2,1.3741542090657202
81,70,-1,5,16.67770806123963
-10,80,-1,2,9.324114899637568
-57,-85,0,-4,17.644860138808827
62,-65,-5,5,16.88292506270393
-54,68,2,-1,16.760036044172793
65,-36,1,2,16.323241585781414
22,36,-4,-3,5.208880277952607
19,-44,5,4,8.278443185922661
68,-100,1,-4,5.551581054991577
-66,4,5,0,16.28632258001898
40,-13,0,2,19.381732238823485
79,-41,4,3,3.439563679963302
93,64,-1,-4,14.520584128908313
9,43,0,-3,3.2221454199859254
31,-89,-2,-4,15.599842183523682
-12,33,-3,3,17.4273541636344
91,28,-4,-4,12.82609484491559
59,-9,5,-2,16.882501957694373
-43,-42,-3,4,13.105734045503404
-27,-51,0,-5,13.074905360377471
58,-71,1,0,14.393426133769092
-63,-32,-2,1,17.354614262963977
-60,87,-4,-2,8.689233341792512
-20,-45,-2,2,1.043755344754451
11,56,-1,-3,8.289255244517062
-26,0,-5,2,11.043226888980891
98,60,-2,-2,18.615177024072377
-11,-77,0,0,7.808038220358055
95,16,3,-4,3.308561243362876
-52,75,-5,4,19.82063518030277
69,5,1,1,4.155650743873134
59,-10,-3,-4,11.32850493440291
59,-93,-2,0,16.157722182430312
-94,-58,5,-3,0.9539881757850467
46,-17,-2,2,3.5745988104604627
44,67,0,-3,3.3954420003806023
-14,-2,2,4,19.675942015840103
-33,91,-2,4,17.98745995003182
91,-66,3,3,18.586840687858547
-79,56,-5,-1,11.633650853077958
72,-90,2,-5,14.256068092011596
-78,59,1,2,4.091816429367319
-32,-8,5,3,5.47418159654762
41,-29,-4,-4,8.394601393567264
12,-15,5,0,10.77572039296725
-67,-98,1,0,19.100568166164553
3,81,-2,5,1.6610885695216089
98,50,-4,2,12.771330605034652
-14,-93,-3,2,8.95817899468152
61,-62,-5,-5,3.561640560107266
2,-73,1,3,14.634487704388432
-63,-88,-1,0,0.6142472610132658
-1,-11,-4,-2,16.858809197758553
86,31,-3,-1,13.60142334367676
88,36,-1,-2,7.906043648516002
60,74,2,2,5.573054635531898
-39,-70,0,-5,18.69730693567072
-18,43,-2,-5,15.122733820918269
-42,-86,-1,5,4.9433794375002575
53,-76,3,2,1.4282323271675568
99,10,1,2,8.542967266212141
-74,55,-1,-2,17.826838079827823
-32,92,-4,1,0.4533211650671425
54,42,3,-5,3.454828733482159
-19,-69,4,0,10.467964480788371
-1,-58,3,-2,8.534791722065815
-99,-3,5,-1,16.544232255233972
66,-62,5,-1,16.945662272279495
16,80,1,-2,11.605695932189432
21,-97,-1,2,5.180352567902771
-38,-40,0,3,11.036904571981944
-48,75,-4,0,0.2893018823248169
-48,-56,0,4,2.769133527397418
-36,-61,4,-5,7.421933769608357
-25,35,3,-2,16.973635392689914
17,51,-2,-4,19.027619766240043
11,94,-2,-1,4.15688905115553
13,29,-5,-2,7.916235903594769
72,99,-2,3,2.6306643908720675
87,56,1,-4,13.055106243841683
25,83,4,-5,11.113605585690705
-85,-76,-1,5,5.97531195331977
-62,3,3,-5,2.6166894282734714
92,-58,5,-3,11.89970827290233
-84,-33,-4,1,6.840685009710328
24,-13,-1,1,13.283706750209369
-30,34,3,2,4.883398142319729
68,-42,-1,-1,6.288532816862089
44,-95,-3,-2,4.076926726108438
95,27,0,5,6.49680263667006
-80,-35,1,2,19.313252763177548
57,0,1,-5,13.647201837647632
92,-3,5,-4,6.254378012343428
76,-2,4,-1,7.094412059185048
99,20,-5,-5,12.685257389105859
-63,49,3,0,11.008688570424223
31,-50,5,5,18.942046159794213
-10,-28,-4,0,2.280550066757616
-61,73,-3,-4,4.765355298867471
40,60,-1,-1,4.606745391466131
-50,20,5,2,17.238463609124054
-98,4,-5,-2,16.55151654374926
-54,-82,-4,-1,6.541594137080153
-91,-39,1,-5,0.15387984396941462
-73,98,-4,3,16.719587548330047
100,-75,4,0,17.32035430537046
-77,65,0,-4,11.273185495285366
-48,-33,-1,-4,15.799852003403883
74,-43,0,-5,4.826310097129916
-60,-79,-1,4,12.723088510567639
58,-36,-2,2,8.024736704480892
86,-79,1,-2,19.212642778028982
-48,16,3,-2,12.77707263310076
57,76,0,-3,11.492110347916539
84,67,5,-1,1.6131628262977882
77,-38,5,-3,10.890752963173277
91,74,-2,2,3.0569080185690005
76,-18,4,0,1.3731416595448787
-40,-54,3,2,0.1631834738146786
-66,-80,2,-1,13.929461239469624
29,-68,-2,-3,18.04322398231387
-11,-63,-1,-4,5.7571152407895445
48,-34,0,1,6.312271559352526
58,-50,-2,-4,5.647285354105521
-84,56,-1,-4,17.207897243838783
53,-70,-4,0,17.11205695727656
14,92,0,1,11.734503809565345
-30,-79,3,2,14.50659566098249
-88,29,3,4,9.713683768806273
90,85,1,-2,4.710527058376638
-63,-55,3,1,19.000966127836982
-82,-71,-4,3,18.176000826016438
20,40,0,2,19.58687452253982
-24,-86,-2,2,1.650380122810205
-10,54,3,-2,1.1086467855215325
60,-87,-4,-3,11.425811180421677
-23,-87,-2,0,1.3344538021266097
-89,-97,0,-5,10.356394556320097
-99,-36,3,-2,13.085434333648655
89,-18,-3,-1,4.739940544636239
80,-63,-4,-1,14.221449467628569
-81,-37,4,2,4.565222373525133
48,-24,2,-2,3.2707679294499226
-83,10,-1,-3,7.456765747681234
-97,-13,5,-3,2.847719909826315
-42,9,0,-2,4.643194119119023
-63,100,-5,-3,5.4612271031594615
78,-57,1,-3,7.318619345479822
-80,-90,1,-2,10.038839867462869
-78,-73,3,1,8.927153362903015
28,-69,0,-5,15.63511034666636
-83,57,1,3,5.565539652221155
82,33,3,-5,17.095866734907712
3,29,1,-4,10.580030847056015
93,-74,-3,-2,18.28158678859968
62,92,4,-3,12.575756725629873
-95,-71,-2,0,1.5714726461188278
-44,-42,3,-5,15.053112745233213
-5,2,-3,0,2.7627134487527907
58,-86,-2,4,10.730740979029525
-16,100,-4,-3,17.824918417401268
-59,76,0,-4,5.680266200580942
73,-46,-1,-1,15.993470312833823
-31,19,4,0,9.650135519777567
-7,1,-3,-2,13.628226958853993
-35,74,-1,-3,5.731595327571245
-85,24,-4,4,0.23807237577717769
-4,-89,-3,-2,18.539687165822553
55,61,-3,3,6.7750781808639
17,61,0,-2,5.0757595547257575
-51,41,-2,5,8.434565061582607
77,-58,-1,4,15.409375996783757
-71,34,-1,-4,7.031455510411974
-97,73,5,2,4.532989350866162
26,15,5,4,3.028901746720089
-69,45,2,-2,7.60656580081615
29,-53,-1,-5,9.715081938847172
-74,-71,4,5,9.613193546910525
100,86,4,1,1.155214540557231
86,26,5,-3,6.891861499091341
2,-6,-5,5,3.619612615818793
37,57,-3,1,11.903209576754822
34,-47,4,4,6.198280384446593
31,100,4,2,9.184074952210022
-26,26,5,-3,17.590890733026082
-30,4,5,-5,13.362512839753085
12,85,5,3,11.668945565567418
-8,27,-5,-2,19.736514582589717
94,75,5,4,4.225783018534452
43,72,-2,3,17.504857928025686
32,-95,-5,5,7.359565385080049
-99,88,2,2,15.413996117647544
-47,-61,2,1,19.334593439095368
65,87,0,5,17.038047971389517
8,-21,4,-3,12.127657257338438
70,-19,2,-3,18.64397790830521
-72,-15,-5,0,0.3978971464893072
-84,24,1,2,7.801537860294338
99,-69,0,2,9.475585785671468
56,86,4,4,1.653786651367874
6,82,-1,5,8.968166528880984
-38,22,-5,3,4.326435119842956
-25,82,3,5,18.680349047116437
84,59,2,1,13.520973169958639
79,79,5,-3,7.88049920042824
-96,25,-1,1,13.07317441325521
68,-87,-4,0,17.901992193774444
63,93,-4,-3,1.8195000100286411
76,-21,2,2,16.62258477280769
-13,-43,5,-1,1.2037499169979118
71,-81,5,-2,3.148286893213945
-80,72,-5,-2,4.785888408566158
-75,-15,2,1,9.446391815746185
98,31,-1,4,9.787843868257898
-53,-15,1,0,17.606509104352668
-3,-10,-2,-5,6.298676442224828
-29,56,3,-1,17.120652972073117
-94,-98,-4,3,7.277379042741087
43,74,1,3,5.479573904910766
-82,80,-2,2,19.622337509920605
-95,82,3,-2,2.4695293653869688
-91,9,3,-5,4.767279719623245
17,27,-5,5,7.68570084521146
-52,-28,-5,5,13.352090061761835
-72,99,-3,1,15.008472137832664
70,-48,1,-4,9.307505913713378
-15,-53,-2,-2,13.716559305698562
100,66,-1,-5,18.58577057924131
37,99,3,0,19.334210842014194
-36,-5,0,3,9.683622113820798
83,89,3,3,3.1934150599375
-59,21,-1,0,0.9262089753436588
53,44,-1,-5,2.5773429995203823
-96,-19,-5,-1,7.570649768909037
-83,75,-3,-4,9.683381139461995
72,79,-4,5,4.917754764054232
43,8,3,0,2.608913292549528
60,-58,0,4,3.8737514079463264
-37,72,-3,-2,4.791058729049621
12,-94,1,-2,14.421705849133968
-57,42,-1,-4,15.159179952426374
53,-15,0,-2,7.241838085140832
8,-87,4,-4,14.252714442566466
50,-87,3,3,8.045081066495332
48,37,5,-3,13.722340995410438
-69,-69,-5,1,2.6574761137308247
99,52,-5,0,13.894030866494584
89,46,5,-5,9.285242523793888
-91,-13,-2,-1,19.726344668073462
2,-42,4,-1,9.042364081277393
7,36,-2,-2,15.241146395052315
9,87,-2,5,6.408327734503589
6,58,1,-1,3.6338041087670976
-88,57,-1,-5,2.9884911628521427
79,62,-4,-1,5.628099156399687
-36,-77,5,-1,10.846195245300986
22,-24,1,0,18.181894558514095
-97,63,1,-5,7.880945811964771
-97,77,-5,-3,6.348621271524313
-94,54,-1,5,9.69652611762313
-78,-37,0,1,5.177376968518681
-3,-7,-4,4,7.678547180666987
63,-20,-4,3,14.20923222016564
56,-88,-4,-2,8.103400704480928
46,-34,-2,5,3.0070113382645336
-14,96,-2,-2,12.398048686328787
30,56,5,3,16.32045781823763
-35,-27,3,-4,8.15007367714415
97,-93,-4,4,12.875454900798527
4,-9,1,5,1.586689840984046
-22,-14,1,-3,14.238668588438745
35,72,-2,3,18.772076798317002
-92,16,-4,2,10.551881518226375
83,79,1,5,1.9736458250898108
-67,89,4,2,2.2847023305192353
29,65,0,1,7.647704189313533
-41,-91,-1,0,18.08595745722832
69,-33,3,3,6.57976519958962
73,-75,-5,-2,14.967549253370331
45,-82,3,-4,10.254352913181954
58,-43,-2,1,12.527393814709198
-54,67,1,1,3.472845164793727
-29,17,1,-2,14.785434965807486
88,-60,5,-4,19.27260204228262
-10,-77,0,0,13.173277576367663
-58,-90,-1,5,8.399221280662196
86,-44,-4,-2,5.066574971298811
-42,49,-4,4,15.910730905947272
-11,-46,-1,2,16.919272048236948
7,76,-3,4,19.269632205252336
20,-66,5,-1,14.844455111363322
-45,26,0,1,17.034336952820166
31,55,-1,-2,0.9628327332881479
-76,20,4,0,12.784860558593845
94,-10,4,-5,11.746071381466924
42,-67,5,-2,2.851014861079172
-15,45,1,0,5.403337816733626
-73,-54,-4,-4,3.2627424038358526
-91,85,0,-2,3.595669283930599
48,20,-1,4,4.106717211754311
44,-36,5,-1,13.101139219192921
-26,-24,-4,-3,0.6131667906188882
56,-64,2,5,17.632468582857506
-75,-13,-3,-4,3.459289360022873
87,41,-2,-1,7.541750838794156
32,65,5,-5,10.836316053737503
11,-61,4,-1,8.683629929851906
-97,60,4,3,6.584019129033791
-91,-92,4,-4,11.686403605848373
68,70,5,-3,12.927706366872874
-4,36,-5,-1,4.831314090771173
48,57,2,1,16.83128474225843
23,-60,-1,4,18.457971012426817
-4,-41,5,3,12.374142416593372
-53,73,-3,-4,15.860886598008786
-38,-11,0,5,15.590191942777025
-56,56,1,5,11.895001569891162
-64,41,-3,-5,2.518779984476224
38,-27,-5,3,10.48949431150179
41,-75,0,-2,8.675576990247754
35,-64,4,4,7.2525460748097075
30,66,-4,5,6.870970244915494
-73,-31,-3,3,12.561613070820936
62,-14,-4,1,3.991751008175166
-76,-95,0,-1,12.656556246394478
-46,22,0,2,9.663207655187243
12,-2,-2,4,16.951706351618743
-4,-66,-5,-5,3.8021047893812816
-9,-58,-1,-1,14.744538255086862
-18,-78,3,0,1.1202519386804533
3,83,-3,-3,19.509476136799186
-34,9,-3,-3,8.422191658000344
83,-29,-4,4,10.198531430763769
76,39,-5,1,5.207813985843671
17,93,-4,1,19.802313554104163
42,-35,4,4,4.277285051542335
86,46,-2,-3,9.649977517168596
-85,-81,4,-1,6.524974811754186
12,23,-5,-4,9.651116339619026
18,50,-2,1,16.077973698192267
-5,12,-3,-5,5.213768072788654
-84,-19,0,4,9.636227763670059
-88,14,3,-3,17.236712105497872
-43,-51,0,1,8.381890607417255
-63,92,0,5,18.634826457339845
-43,-13,2,1,7.156917865791862
-74,-20,5,-4,7.039760827307454
-95,-31,-4,1,11.752308280857337
-72,45,5,-2,4.229377732412309
-41,3,5,-1,12.395659850869977
-85,-18,1,-1,11.487285921235788
-80,49,1,5,19.927252446418564
-88,27,1,-4,7.641263219901322
-46,-1,2,-2,16.7310389903609
-18,91,-4,1,2.9428911384881413
-30,-49,-3,-2,15.59104798294442
51,-52,1,-1,0.6871093415236775
-84,42,-2,1,1.781795463791561
0,-33,2,-5,7.393683717483973
-46,76,0,-4,12.42286898391627
59,30,-3,-3,9.047516930608419
-38,-19,-2,-1,15.824140334724708
22,34,0,-1,14.067766645731089
-69,65,-4,1,6.329243440909163
1,-80,5,-1,11.767347229171937
76,24,4,1,15.316733443383333
-88,92,-2,5,2.5971600313820464
56,-4,-3,2,4.437543570758458
67,-11,2,-3,12.719863322542222
-96,92,0,-1,11.996622401752763
-84,-32,-2,-5,1.90370575078241
15,76,2,-5,9.475244373048218
55,31,-4,3,16.34375905883756
-75,33,-3,-2,0.7743762361975635
62,64,-4,-1,9.59093100013406
-68,-63,-3,-1,16.77832023301877
-16,-72,0,3,14.740843198705257
78,45,0,3,14.276175569491205
1,63,-1,-5,8.730902630663039
-3,23,2,0,0.9346622723747143
55,89,-5,1,3.7709239188278283
69,19,4,-4,2.713677628031816
63,43,1,2,3.860742964874502
28,60,-2,3,10.556732211125977
-18,64,-2,2,12.581030864797592
93,-89,0,-4,8.098534478347592
65,-56,1,1,0.9354398497451146
74,-83,5,0,6.7056504977454905
-7,84,-3,-5,1.5412995292837128
42,-60,4,-2,3.25077084613996
-31,5,5,5,9.768814066475388
-26,-33,-5,1,13.808696575232878
-26,45,3,1,4.008181270362292
36,61,5,-4,16.061022650320098
44,-38,3,4,11.073257185643065
-43,35,0,2,9.078869421086095
-91,99,-5,2,2.8501955191754913
41,67,4,-1,16.17796393952488
-4,-87,-3,4,7.484232091536716
-37,36,1,-2,9.742147323978125
64,77,-5,2,2.1112739837338594
-13,-41,-1,-3,0.5550739948161735
-81,-89,-5,-3,10.585999700758943
-6,-71,4,-3,15.113513045888242
65,55,-3,4,6.801698872932151
96,-27,3,0,18.033879811483637
-73,-69,0,1,17.224164910426097
-41,52,-2,0,4.654256391428116
-64,-62,0,5,5.491260643365437
-5,-5,-5,-1,3.0152294649441935
-38,46,4,1,2.1814001497027338
80,71,-3,-5,9.860758684799409
88,-99,2,2,9.448375212535563
90,81,-3,-5,3.550934728614591
-27,40,0,2,0.6911313765242689
-57,-65,2,-2,14.137966075802387
-82,99,4,5,9.488173004595776
38,18,-2,-3,14.975274414249633
87,91,-3,1,19.832498939206243
-92,-78,-4,-2,4.598819844020247
86,97,-1,5,1.4940091488960947
100,37,3,4,3.4674348913758255
80,-85,1,2,11.945375180465927
6,96,1,0,17.23197184444007
-45,96,-2,-2,18.518917528624215
-47,80,2,-3,11.613459514213618
45,-7,-2,4,16.594926196121477
55,-66,4,5,0.6928429943976829
-89,-80,-3,-4,9.159955362885235
44,75,-4,-3,17.773491233612315
-3,-89,5,-1,3.7688257597984007
72,24,1,0,16.302078107224887
-84,89,1,1,10.022453987877086
-100,18,1,-4,8.402660593914051
-100,-66,3,-2,13.092521439036215
-60,-75,5,4,13.320002351734368
-79,-82,-2,-4,2.049761959821937
-85,-68,-2,5,19.90108716976332
40,-35,-1,-4,6.043315012556194
-60,24,5,1,19.37844722040906
-4,92,5,-5,11.574652703434197
